sample_size,execution_time,memory_usage,success_rate,nodes_per_state
100,0.16437220573425293,0.06947517395019531,100.0,19.67
200,0.36187171936035156,0.061725616455078125,100.0,21.14
500,0.9114408493041992,0.05938911437988281,100.0,21.13
1000,1.7427325248718262,0.059329986572265625,100.0,20.42
2000,3.6730051040649414,0.06124305725097656,100.0,21.5
