sample_size,execution_time,memory_usage,success_rate,nodes_per_state
100,0.04810976982116699,0.04294109344482422,93.0,78.91
200,0.10481595993041992,0.040930747985839844,95.0,82.38
500,0.21892547607421875,0.05258464813232422,88.0,71.99000000000001
1000,0.46814918518066406,0.050551414489746094,95.0,77.69
2000,0.8548784255981445,0.05198955535888672,90.0,72.21000000000001
