sample_size,execution_time,memory_usage,success_rate,nodes_per_state
100,0.13579821586608887,0.00295257568359375,100.0,90.72
200,0.17899656295776367,0.00295257568359375,100.0,59.510000000000005
500,0.5944836139678955,0.003498077392578125,100.0,79.2
1000,1.0590791702270508,0.003849029541015625,100.0,70.85
2000,2.459115982055664,0.004009246826171875,100.0,79.84
