sample_size,execution_time,memory_usage,success_rate,nodes_per_state
100,0.4172673225402832,5.826353073120117,100.0,25.020000000000003
200,0.526033878326416,0.14241790771484375,100.0,19.189999999999998
500,1.7611348628997803,0.154449462890625,100.0,22.97
1000,3.694288730621338,0.16453933715820312,100.0,23.39
2000,6.238698959350586,0.14156150817871094,100.0,19.93
