sample_size,time_seconds,memory_mb
100,0.5095701217651367,0.33310985565185547
200,0.9776215553283691,0.22974777221679688
500,1.9969618320465088,0.22693252563476562
1000,3.833329677581787,0.24990463256835938
2000,8.08868408203125,0.205291748046875
