sample_size,execution_time,memory_usage,success_rate,nodes_per_state
100,287.75235295295715,915.0064277648926,100.0,13218.27
200,540.7771458625793,869.8270568847656,100.0,11451.96
500,1419.304541349411,869.8281860351562,100.0,11905.01
1000,1994.656012058258,732.5664768218994,100.0,8745.42
2000,5294.502234458923,869.8286628723145,100.0,11517.99
